day,consumption,evaluation_set
2013-06-20,6.762000000000001,False
2013-06-21,6.661999999999999,False
2013-06-22,6.8450000000000015,False
2013-06-23,7.46,False
2013-06-24,6.9520000999999985,False
2013-06-25,6.583000000000001,False
2013-06-26,6.644,False
2013-06-27,6.6400000000000015,False
2013-06-28,6.701999999999999,False
2013-06-29,6.69,False
2013-06-30,7.086,False
2013-07-01,6.7250000000000005,False
2013-07-02,6.785000000000003,False
2013-07-03,6.747000000000001,False
2013-07-04,6.6110000000000015,False
2013-07-05,6.59,False
2013-07-06,6.694000000000001,False
2013-07-07,6.948499999999999,False
2013-07-08,6.605,False
2013-07-09,6.522,False
2013-07-10,6.5459999999999985,False
2013-07-11,6.489000000000001,False
2013-07-12,6.5280000000000005,False
2013-07-13,6.663999999999999,False
2013-07-14,6.961,False
2013-07-15,6.787999999999999,False
2013-07-16,6.775999999999999,False
2013-07-17,6.663000000000001,False
2013-07-18,6.622000000000001,False
2013-07-19,6.613999999999999,False
2013-07-20,6.696999999999997,False
2013-07-21,6.912500000000001,False
2013-07-22,6.8235,False
2013-07-23,6.846000000000003,False
2013-07-24,6.5695,False
2013-07-25,6.652999999999999,False
2013-07-26,6.490000000000002,False
2013-07-27,6.745,False
2013-07-28,6.889000000000001,False
2013-07-29,6.604000000000003,False
2013-07-30,6.638000000000003,False
2013-07-31,6.6215,False
2013-08-01,6.519000000000001,False
2013-08-02,6.579999999999999,False
2013-08-03,6.474999999999999,False
2013-08-04,6.8439999999999985,False
2013-08-05,6.6560000000000015,False
2013-08-06,6.4680000999999985,False
2013-08-07,6.399,False
2013-08-08,6.3000000000000025,False
2013-08-09,6.312500000000001,False
2013-08-10,6.326999999999999,False
2013-08-11,6.650999999999999,False
2013-08-12,6.458999999999998,False
2013-08-13,6.474999999999998,False
2013-08-14,6.375000000000001,False
2013-08-15,6.4620000000000015,False
2013-08-16,6.460000000000001,False
2013-08-17,6.5829999999999975,False
2013-08-18,6.811500000000001,False
2013-08-19,6.496,False
2013-08-20,6.362999900000001,False
2013-08-21,6.430999999999999,False
2013-08-22,6.618999999999998,False
2013-08-23,6.464999999999999,False
2013-08-24,6.747000000000001,False
2013-08-25,6.626999999999998,False
2013-08-26,6.672999999999999,False
2013-08-27,6.474000000000001,False
2013-08-28,6.428000000000003,False
2013-08-29,6.485499999999997,False
2013-08-30,6.50149995,False
2013-08-31,6.654000000000001,False
2013-09-01,6.994999999999999,False
2013-09-02,6.665999999999999,False
2013-09-03,6.742000000000001,False
2013-09-04,6.666,False
2013-09-05,6.730000000000002,False
2013-09-06,6.7849999999999975,False
2013-09-07,6.790000000000001,False
2013-09-08,7.1530000000000005,False
2013-09-09,7.046000000000002,False
2013-09-10,6.976000000000001,False
2013-09-11,7.122000000000001,False
2013-09-12,6.879000000000001,False
2013-09-13,7.224999999999999,False
2013-09-14,7.495999999999999,False
2013-09-15,8.01099995,False
2013-09-16,7.230000000000001,False
2013-09-17,7.453499999999997,False
2013-09-18,7.2070000000000025,False
2013-09-19,7.342999999999997,False
2013-09-20,7.1560000000000015,False
2013-09-21,7.363000000000001,False
2013-09-22,7.682999999999998,False
2013-09-23,7.2120000000000015,False
2013-09-24,7.0550000000000015,False
2013-09-25,7.0459999999999985,False
2013-09-26,6.897000000000002,False
2013-09-27,6.9865,False
2013-09-28,7.302000000000002,False
2013-09-29,7.7429999999999986,False
2013-09-30,7.281500050000001,False
2013-10-01,7.307,False
2013-10-02,7.271000000000003,False
2013-10-03,7.233,False
2013-10-04,7.121,False
2013-10-05,7.569000000000001,False
2013-10-06,7.6965,False
2013-10-07,7.421999999999999,False
2013-10-08,7.225,False
2013-10-09,7.365499999999999,False
2013-10-10,7.455,False
2013-10-11,7.9300000000000015,False
2013-10-12,7.7295000000000025,False
2013-10-13,8.8375,False
2013-10-14,7.926000000000003,False
2013-10-15,7.684000000000001,False
2013-10-16,7.8260000000000005,False
2013-10-17,7.569000000000001,False
2013-10-18,7.48,False
2013-10-19,7.728000000000002,False
2013-10-20,8.349,False
2013-10-21,7.694000000000001,False
2013-10-22,7.549499999999997,False
2013-10-23,7.497500000000001,False
2013-10-24,7.5470000000000015,False
2013-10-25,7.4695,False
2013-10-26,7.906999999999997,False
2013-10-27,8.424000000000001,False
2013-10-28,8.036000000000001,False
2013-10-29,7.946999999999999,False
2013-10-30,7.861999999999999,False
2013-10-31,7.84,False
2013-11-01,7.891999999999999,False
2013-11-02,8.024000000000001,False
2013-11-03,8.915,False
2013-11-04,8.177999999999999,False
2013-11-05,8.379999999999999,False
2013-11-06,8.265,False
2013-11-07,8.0245,False
2013-11-08,8.294999999999998,False
2013-11-09,8.847999999999997,False
2013-11-10,9.1705,False
2013-11-11,8.53350005,False
2013-11-12,8.168500000000002,False
2013-11-13,8.239500000000001,False
2013-11-14,8.236999999999998,False
2013-11-15,8.293000000000003,False
2013-11-16,8.809999999999997,False
2013-11-17,9.398,False
2013-11-18,8.647,False
2013-11-19,8.517000000000001,False
2013-11-20,8.92,False
2013-11-21,8.8475,False
2013-11-22,8.538,False
2013-11-23,8.902000000000003,False
2013-11-24,9.6885,False
2013-11-25,8.6705,False
2013-11-26,8.685499999999998,False
2013-11-27,8.661,False
2013-11-28,8.516999999999998,False
2013-11-29,8.541,False
2013-11-30,8.898999999999997,False
2013-12-01,9.649500050000002,False
2013-12-02,8.705000000000004,False
2013-12-03,8.730000000000002,False
2013-12-04,8.595999999999998,False
2013-12-05,8.729999999999999,False
2013-12-06,8.662500000000001,False
2013-12-07,9.065499999999998,False
2013-12-08,9.454,False
2013-12-09,8.6645,False
2013-12-10,8.712499999999999,False
2013-12-11,8.7955,False
2013-12-12,8.773,False
2013-12-13,8.931000000000003,False
2013-12-14,9.061,False
2013-12-15,9.5905,False
2013-12-16,8.789,False
2013-12-17,8.841000000000003,False
2013-12-18,8.661999999999999,False
2013-12-19,8.784000000000002,False
2013-12-20,8.662999999999998,False
2013-12-21,9.346,False
2013-12-22,9.255,False
2013-12-23,9.2745,False
2013-12-24,9.18449995,False
2013-12-25,8.459999999999999,False
2013-12-26,8.456999999999999,False
2013-12-27,8.783,False
2013-12-28,8.482999999999999,False
2013-12-29,9.06,False
2013-12-30,9.101,False
2013-12-31,9.196000000000002,False
2014-01-01,9.535,False
2014-01-02,8.733999999999998,False
2014-01-03,8.812000000000003,False
2014-01-04,9.1440001,False
2014-01-05,9.78,False
2014-01-06,8.794000000000002,False
2014-01-07,8.627999999999998,False
2014-01-08,8.4625,False
2014-01-09,8.642500000000002,False
2014-01-10,8.595000000000002,False
2014-01-11,8.927500000000002,False
2014-01-12,9.657999999999996,False
2014-01-13,8.625,False
2014-01-14,8.508000000000003,False
2014-01-15,8.576999999999996,False
2014-01-16,8.491999999999999,False
2014-01-17,8.498999999999999,False
2014-01-18,8.844999999999997,False
2014-01-19,8.354000000000001,False
2014-01-20,8.633000000000001,False
2014-01-21,8.611,False
2014-01-22,8.47,False
2014-01-23,8.620999999999999,False
2014-01-24,8.558,False
2014-01-25,8.901499950000002,False
2014-01-26,9.821,False
2014-01-27,8.890500000000003,False
2014-01-28,8.539499999999999,False
2014-01-29,8.852999900000002,False
2014-01-30,8.777999900000001,False
2014-01-31,8.8,False
2014-02-01,,True
2014-02-02,,True
2014-02-03,,True
2014-02-04,,True
2014-02-05,,True
2014-02-06,,True
2014-02-07,,True
2014-02-08,,True
2014-02-09,,True
2014-02-10,,True
2014-02-11,,True
2014-02-12,,True
2014-02-13,,True
2014-02-14,,True
2014-02-15,,True
2014-02-16,,True
2014-02-17,,True
2014-02-18,,True
2014-02-19,,True
2014-02-20,,True
2014-02-21,,True
2014-02-22,,True
2014-02-23,,True
2014-02-24,,True
2014-02-25,,True
2014-02-26,,True
2014-02-27,,True
